Êcommunityname,PctPopUnderPov,medIncome,PctUnemployed,PctLess9thGrade,PctNotHSGrad,PctSameHouse85,PctForeignBorn,PctImmigRec5,PctFam2Par,PctKids2Par,racepctblack,racePctWhite,racePctAsian,racePctHisp,PctHousOwnOcc,PctHousNoPhone,PctVacantBoarded,PopDens,MedYrHousBuilt,murdPerPop,robbbPerPop,assaultPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,PctSameCity85,PctSameState85,PctBSorMore,PctEmploy,PctWorkMom
Fridleycity,6.08,36855.0,4.93,4.08,12.88,57.77,3.29,14.79,72.1,70.76,0.98,95.69,2.24,1.04,67.5,1.22,0.59,2704.8,1966.0,3.78,101.95,264.32,5509.19,445.57,15.1,74.45,92.36,20.51,73.67,74.77
Scarboroughtown,2.62,40718.0,4.54,4.72,11.9,50.73,1.82,10.53,83.38,81.84,0.24,98.98,0.64,0.33,76.8,0.44,2.16,253.3,1970.0,,15.84,71.26,2541.77,150.45,0,79.16,85.97,28.96,69.49,76.01
RanchoCucamongacity,5.47,46193.0,4.87,4.49,14.0,36.97,11.15,22.15,81.2,78.76,5.87,78.59,5.44,20.02,70.28,1.28,0.88,2589.1,1982.0,3.47,186.35,123.94,2364.44,873.67,20.8,62.98,89.32,21.06,70.52,64.36
MachesneyParkvillage,7.08,33791.0,4.96,7.5,25.86,60.19,1.7,16.05,80.89,75.33,0.7,97.58,0.81,1.93,83.56,2.88,5.85,2078.7,1965.0,,55.54,196.91,3892.76,186.81,15.15,90.67,94.16,5.5,72.31,77.77
Morristowncity,20.09,19749.0,7.93,23.93,42.63,52.95,0.6,24.03,64.29,58.72,9.01,90.36,0.31,0.43,57.74,12.51,0.56,1302.4,1966.0,8.94,80.49,237,4507.45,621.56,80.49,84.37,93.64,11.21,53.03,64.45
Adriancity,20.65,24788.0,8.37,11.69,28.82,45.19,2.59,22.9,65.52,61.92,3.27,86.84,0.78,13.39,58.22,10.78,3.31,3089.6,1947.0,,35.27,163.13,4170.89,193.99,13.23,78.47,89.07,15.98,55.91,69.15
Dearborncity,10.78,34909.0,6.24,10.57,24.11,63.29,16.46,21.14,79.61,79.37,0.55,97.55,0.94,2.78,74.37,1.19,1.75,3536.9,1948.0,1.15,215.77,381.92,5856.9,1334.99,19.62,88.65,92.85,21.71,55.15,52.04
OilCitycity,18.26,20411.0,7.84,7.63,23.1,60.55,0.99,6.78,69.31,67.94,0.47,99.01,0.34,0.5,61.64,5.78,1.57,2553.6,1939.0,,16.91,50.72,3094.09,185.98,67.63,88.42,94.32,14.09,49.79,60.15
Frasercity,5.38,36644.0,5.67,8.6,21.95,64.97,6.26,7.59,74.82,74.45,0.17,98.32,0.84,1.07,69.32,0.27,0.0,3202.5,1968.0,,84.73,261.24,3325.57,367.15,28.24,88.85,97.07,12.58,61.84,61.87
Tallmadgecity,5.37,36979.0,5.36,5.23,17.19,64.07,3.16,2.95,82.83,80.82,1.32,97.73,0.75,0.52,76.8,0.89,0.76,1063.3,1965.0,,65.01,117.01,2593.77,370.54,97.51,91.01,96.12,20.49,59.3,63.52
Brownsvillecity,26.76,17682.0,8.68,21.54,40.94,58.57,0.69,0.0,53.66,47.32,53.49,45.97,0.16,0.7,60.3,8.92,0.0,1359.8,1971.0,,153.23,1264.13,3236.93,488.41,9.58,88.88,94.2,11.42,56.17,75.21
Jacksonvillecity,12.81,28513.0,5.2,7.26,23.13,46.33,3.46,19.79,69.79,64.73,24.35,72.75,1.92,2.58,61.98,6.15,6.87,839.4,1969.0,18.41,530.66,1029.08,4702.36,1330.05,56.98,75.84,81.96,18.39,65.89,69.91
Springtownship,2.61,41491.0,2.61,4.65,15.13,60.21,3.05,9.38,84.68,84.07,1.01,97.15,1.52,0.87,77.32,0.26,0.0,1000.4,1967.0,,10.4,26.01,842.78,52.02,5.2,85.46,91.62,27.5,64.1,73.52
Greenfieldcity,7.77,29042.0,4.44,9.35,24.39,51.27,1.42,9.64,79.41,76.25,0.1,99.05,0.51,1.16,67.12,4.57,1.14,1832.9,1959.0,,22.83,7.61,1742.77,144.6,15.22,79.75,92.56,13.01,62.55,75.53
Kellercity,2.55,55050.0,2.9,3.44,9.95,36.42,2.24,0.98,90.35,88.24,0.57,97.48,0.67,2.86,87.52,1.18,1.64,721.2,1983.0,5.22,20.86,260.77,1022.22,93.88,5.22,68.61,81.78,29.93,73.66,65.69
Pascocity,33.01,17897.0,11.51,24.62,42.28,34.23,21.82,42.59,62.93,60.8,5.64,59.89,2.47,40.81,47.37,12.69,5.84,860.9,1964.0,16.94,177.91,584.55,3943.58,626.91,25.42,59.74,75.41,8.77,55.31,60.65
DalyCitycity,7.18,41533.0,5.43,9.7,21.19,50.79,45.25,24.57,74.42,67.43,7.7,39.45,43.84,22.35,58.1,0.85,1.3,11859.1,1961.0,7.41,174.59,383.03,2044.25,682.47,6.35,65.03,86.82,24.21,67.1,79.49
Fitchburgcity,14.0,27101.0,9.19,13.49,31.18,51.77,7.63,15.9,65.98,62.73,3.43,89.45,2.57,9.61,48.27,4.78,6.99,1432.3,1939.0,2.71,224.77,1370.31,2843.52,560.58,32.5,81.19,89.83,13.13,56.2,64.21
Selmacity,24.12,21198.0,17.23,27.77,46.07,50.64,19.71,34.17,65.87,59.86,1.39,64.47,3.34,61.28,55.86,4.72,2.86,3760.7,1968.0,6.06,181.83,1127.34,2945.63,1515.24,72.73,85.92,92.46,8.91,50.83,59.41
NorthAndovertown,2.84,51692.0,4.45,3.89,10.17,57.78,6.19,11.49,84.55,84.43,0.78,96.87,2.0,1.35,68.33,0.29,0.53,824.9,1967.0,,29,107.71,1499.71,310.71,0,77.44,88.92,40.55,64.65,66.67
Hueytowncity,6.98,29080.0,5.34,7.82,24.58,67.63,0.43,0.0,79.89,76.21,13.28,86.41,0.2,0.21,84.43,1.76,2.31,1705.4,1964.0,,115.76,392.31,2289.54,392.31,?,93.52,96.38,9.55,57.87,73.39
LaVernecity,4.42,46587.0,3.94,4.66,15.42,50.17,11.85,12.92,82.64,79.22,3.0,83.04,7.18,18.37,74.99,0.79,2.95,3827.7,1973.0,6.01,102.18,147.27,2118.84,546.99,39.07,87.22,93.99,27.15,65.75,71.9
Tupelocity,12.61,27871.0,4.5,8.03,23.94,48.7,0.51,12.03,69.89,65.05,24.37,75.19,0.27,0.51,61.08,6.92,1.59,579.1,1969.0,9.0,174,99,5319.05,744.01,9,77.96,89.72,21.88,65.44,74.19
ElkCitycity,18.33,20277.0,8.24,13.15,33.01,44.46,0.98,6.86,74.77,71.07,3.34,90.96,0.35,4.17,64.94,12.49,6.78,893.1,1971.0,,46.94,131.42,3276.07,291,9.39,71.53,87.53,12.64,54.45,70.4
Carteretborough,8.35,40268.0,6.58,13.0,30.57,65.87,13.11,21.4,75.42,68.91,5.82,84.31,4.03,14.51,70.82,2.61,6.19,4209.8,1955.0,,135.21,254.82,1456.13,353.63,0,82.28,93.1,9.26,60.61,61.24
Lamesacity,32.97,17811.0,11.51,28.2,48.48,63.39,3.14,8.55,79.32,72.72,5.39,67.49,0.16,45.71,77.04,18.97,3.33,2242.5,1958.0,,18.58,669.02,?,37.17,0,87.1,97.0,8.07,47.93,46.82
McKinneycity,17.47,27236.0,5.86,13.36,30.97,40.44,4.5,43.84,71.81,63.69,12.88,75.89,0.52,16.91,55.0,13.77,4.24,462.7,1971.0,3.7,88.81,1017.65,3308.29,247.94,22.2,70.43,89.71,18.97,60.46,71.14
Columbiaborough,10.77,23534.0,5.25,12.14,38.35,55.75,0.6,51.56,68.38,64.24,3.88,94.36,0.28,2.26,62.77,5.07,12.07,4299.0,1939.0,,103.86,346.2,2985.98,285.62,43.28,90.57,96.91,7.55,61.9,78.17
Perrytownship,12.36,25322.0,5.64,8.72,26.26,57.03,1.6,7.64,75.9,74.23,0.46,99.03,0.34,0.48,69.54,5.6,3.89,1049.0,1952.0,,61.02,176.63,2077.78,195.9,32.11,87.23,93.53,11.07,55.83,65.02
Northamptontownship,1.55,59285.0,2.76,2.67,8.68,62.79,5.31,5.58,90.93,89.88,0.44,97.88,1.47,0.67,91.32,0.05,0.52,1322.9,1976.0,,2.78,33.32,458.18,63.87,5.55,81.3,91.29,37.23,70.73,63.17
BentonHarborcity,58.0,8866.0,28.94,21.21,52.61,45.33,0.44,12.28,23.22,19.24,92.19,7.26,0.05,0.95,36.87,23.88,15.97,2813.4,1951.0,37.71,1206.73,4932.5,6637,1184.1,173.47,87.72,91.27,3.29,34.0,51.63
Eufaulacity,20.37,21920.0,7.44,17.12,37.64,54.56,0.54,12.68,67.06,58.97,34.46,64.94,0.32,0.56,63.5,12.11,1.43,214.7,1971.0,7.23,86.74,549.37,3382.97,65.06,?,78.98,86.16,15.52,58.24,75.41
PortHuroncity,22.12,21522.0,10.79,8.95,28.85,51.52,2.74,6.62,59.08,57.0,6.81,90.05,0.59,3.49,54.51,8.59,5.3,4061.5,1946.0,5.96,160.91,598.93,4293.8,292.01,89.39,87.26,94.46,10.61,53.05,64.68
Carlsbadcity,6.84,45739.0,4.81,4.12,10.4,31.55,12.68,28.91,77.58,75.48,1.18,89.76,3.17,13.78,62.24,0.8,0.54,1617.6,1980.0,7.6,145.92,354.16,2667.58,943.91,12.16,65.03,80.74,35.8,66.16,66.55
Napacity,7.73,35479.0,4.78,7.97,19.24,45.79,10.89,32.48,73.0,70.47,0.38,90.3,2.09,15.24,59.99,1.62,1.39,3425.8,1966.0,4.7,67.44,508.13,3556.92,330.91,123.9,76.55,90.85,19.18,61.92,68.1
Daltoncity,14.76,24517.0,5.78,20.61,38.15,43.73,5.36,50.77,66.86,62.83,10.65,83.43,1.02,6.53,45.67,14.37,1.34,1167.7,1970.0,,56.92,494.72,4837.79,551.64,35.02,74.58,82.78,20.04,64.46,74.53
Beloitcity,17.55,25859.0,8.36,8.2,27.57,53.08,2.35,20.33,62.21,58.26,15.67,81.81,1.16,1.94,60.18,8.13,3.86,2121.7,1950.0,,189.5,124.53,4569.7,357.35,43.31,84.15,88.06,11.31,60.37,71.49
Frankfortcity,13.02,25670.0,5.14,10.65,22.88,49.11,1.02,15.53,67.03,63.7,11.65,87.43,0.57,0.56,53.86,9.31,2.49,1720.6,1964.0,10.93,72.87,502.82,3512.48,189.47,10.93,78.77,91.68,22.66,64.11,77.93
Norwichtown,11.88,29354.0,7.15,12.91,28.15,53.01,4.42,9.37,67.81,64.53,5.28,91.32,1.07,3.11,52.73,3.67,1.31,1273.7,1942.0,8.45,160.55,270.39,2608.16,236.59,36.62,84.31,88.63,16.42,61.05,67.67
DiamondBarcity,3.48,60651.0,3.55,2.62,9.37,40.48,25.72,22.29,85.6,83.05,5.66,63.66,24.89,17.02,85.7,0.3,0.39,3433.5,1979.0,3.38,113.32,345.04,1187.36,546.32,23.68,75.28,87.72,37.02,73.68,69.61
Evanstoncity,9.22,31193.0,4.73,4.42,14.0,35.02,2.04,60.36,78.95,79.22,0.17,96.99,0.42,5.07,66.18,4.16,1.68,1092.9,1981.0,8.27,16.54,198.48,4101.89,215.02,0,65.32,74.13,16.2,70.75,79.46
JerseyCitycity,18.88,29054.0,10.83,14.08,34.32,57.32,24.65,31.73,55.58,48.71,29.69,48.25,11.36,24.24,29.62,9.27,9.39,14826.6,1939.0,8.8,1100.38,864.46,2786.59,1608.75,25.97,81.75,84.39,21.43,58.63,60.72
Marshalltowncity,9.54,27325.0,4.46,7.79,19.15,58.48,1.56,15.99,74.99,74.33,1.0,97.13,1.07,0.98,68.28,3.16,1.52,1608.9,1953.0,3.99,35.93,359.25,3428.87,167.65,?,84.11,93.9,17.76,61.24,76.1
Maryvillecity,13.87,25223.0,6.43,14.3,28.26,48.93,1.25,35.0,72.29,70.54,3.14,95.48,1.06,0.53,64.23,6.72,0.89,1375.9,1964.0,,35.06,486.42,1779.14,219.11,17.53,76.94,85.44,23.72,51.66,63.79
WinterParkcity,9.98,37080.0,3.4,4.26,11.54,48.88,4.18,18.06,68.83,64.62,13.43,85.03,0.92,2.5,66.88,2.37,1.93,3087.5,1961.0,,311.11,517.11,5234.17,559.15,29.43,71.27,81.18,43.46,52.96,63.18
Conroecity,18.78,23634.0,5.87,13.31,30.19,43.21,10.17,35.71,69.34,64.93,13.4,74.46,0.91,17.42,46.91,11.3,4.58,1272.4,1974.0,9.53,279.62,1019.99,5716.37,845.22,15.89,75.71,92.1,18.3,61.35,64.84
Sheboygancity,9.31,27647.0,5.25,11.53,24.6,56.52,4.96,35.4,78.28,77.67,0.21,94.41,3.88,2.52,61.63,2.92,1.02,3624.5,1947.0,1.97,43.33,78.78,4663.8,179.23,43.33,87.7,93.57,13.24,63.56,76.61
Racinecity,15.86,26540.0,7.63,10.14,28.02,57.15,3.77,14.53,61.87,58.25,18.45,76.37,0.54,8.13,59.62,5.27,6.26,5270.5,1945.0,9.23,374.82,407.11,4629.33,546.66,48.44,89.22,92.69,14.85,60.31,70.85
Springfieldcity,20.11,25656.0,9.34,11.76,30.39,54.45,7.37,21.65,53.6,49.33,19.15,68.56,1.04,16.9,49.37,5.49,3.21,4719.9,1948.0,13.34,450.73,?,3004.44,2513.7,?,85.21,88.0,15.05,55.05,59.36
Reddingcity,14.31,25828.0,8.74,5.96,19.01,34.92,3.83,21.67,67.38,64.95,1.05,92.6,3.27,3.96,53.47,3.06,2.38,1252.4,1974.0,8.19,155.58,383.5,4184.41,466.75,27.3,68.14,88.76,16.64,55.53,62.15
Templecity,19.16,23194.0,6.66,11.05,26.22,45.27,2.82,12.39,69.37,64.78,17.13,72.81,0.92,13.71,52.91,12.31,1.6,1035.9,1970.0,9.42,167.71,849.87,3936.53,557.79,13.19,78.02,92.63,20.37,57.09,68.7
UpperGwyneddtownship,1.28,56543.0,2.09,4.06,12.41,56.05,5.84,18.96,90.26,88.93,3.11,91.15,5.35,0.77,80.11,0.72,0.0,1445.4,1974.0,,24.18,24.18,1338.17,40.31,24.18,79.38,88.3,40.79,72.08,72.23
Jamestowncity,11.72,22146.0,3.94,15.87,24.31,52.92,1.3,22.66,76.11,75.93,0.3,98.16,0.57,0.5,58.79,3.05,2.79,1351.2,1962.0,,19.43,58.3,1982.25,207.29,38.87,79.68,90.77,19.23,61.89,84.28
Doylestowntownship,2.22,52212.0,2.34,4.85,14.01,53.2,4.11,6.87,87.15,86.43,2.52,96.09,1.05,1.14,81.98,0.33,0.33,901.4,1974.0,,6.78,271.08,1077.53,40.66,27.11,74.64,85.89,36.07,56.73,63.78
Foxboroughtown,4.5,45405.0,4.97,2.55,10.0,67.13,3.31,16.29,81.05,81.61,0.5,98.15,1.04,0.7,65.96,0.48,1.4,703.5,1963.0,,6.63,165.84,729.68,132.67,0,82.8,92.43,27.12,68.9,69.49
HighlandParkcity,42.36,9805.0,31.23,13.44,43.44,55.38,1.35,11.03,22.97,18.3,92.8,6.39,0.27,0.68,33.59,11.56,38.71,6524.3,1939.0,59.51,1393.57,2196.98,4131.12,2866.49,74.39,94.26,95.88,7.03,33.69,55.92
DesPlainescity,2.2,42176.0,3.05,6.67,16.86,63.68,13.54,15.29,85.26,82.23,0.61,92.02,4.7,6.61,79.79,0.8,1.54,3618.6,1961.0,,44.1,121.26,2638.4,248.04,18.37,92.32,94.71,21.58,67.71,71.48
Nicholasvillecity,12.68,25258.0,5.21,15.65,35.12,46.44,0.49,0.0,74.93,72.11,4.8,94.68,0.23,0.4,63.45,9.12,0.37,2128.1,1976.0,,66.46,385.48,2857.9,252.56,0,72.92,91.79,10.29,67.06,71.93
FortLauderdalecity,17.11,27239.0,6.68,9.15,25.83,47.93,17.38,26.54,56.97,49.93,28.11,69.61,0.87,7.15,54.4,7.18,3.45,4597.3,1964.0,18.75,768.17,588.53,8756.53,1890.79,38.11,78.42,83.17,21.85,58.56,68.19
Jacksonvillecity,21.03,22092.0,7.84,11.53,25.19,35.05,2.16,58.11,74.12,70.81,17.65,80.52,1.19,1.78,49.7,5.06,0.66,1475.7,1971.0,,54.18,352.14,2383.75,99.32,9.03,57.62,77.56,30.04,50.67,74.92
Brecksvillecity,2.26,53396.0,3.78,2.5,9.43,59.99,5.02,5.4,92.06,90.93,1.96,95.53,2.33,0.89,87.01,0.14,0.0,581.7,1969.0,,7.94,23.83,691.02,87.37,0,83.95,92.78,41.57,59.51,59.51
Peekskillcity,11.61,35425.0,5.17,8.33,23.48,52.14,11.38,31.44,64.53,60.11,21.21,73.17,2.24,9.71,49.17,3.39,1.52,4359.5,1956.0,4.91,162.15,569.97,2496.07,358.69,?,81.67,91.09,22.36,64.35,65.32
Radcliffcity,13.18,25197.0,9.78,5.79,17.17,34.24,7.13,18.51,74.65,70.37,19.74,73.88,4.13,3.94,53.16,8.38,0.46,1847.9,1979.0,9.98,69.83,209.48,2503.74,124.69,4.99,55.57,60.24,13.19,64.06,67.96
Wilbrahamtown,3.5,50275.0,4.0,3.16,12.08,69.9,5.07,3.44,88.2,87.01,1.23,97.26,1.31,0.8,88.49,0.36,0.64,548.8,1962.0,,23.12,169.53,1371.66,462.36,46.24,88.58,91.39,34.36,65.46,71.27
Schertzcity,11.42,31768.0,5.62,8.56,19.62,46.49,4.31,6.14,79.06,75.43,3.69,88.51,1.43,17.73,67.55,5.76,0.0,454.6,1976.0,,77.33,185.59,2072.38,139.19,38.66,58.69,86.7,15.23,67.71,77.56
Northglenncity,5.34,34726.0,5.34,3.56,16.94,54.2,3.65,9.97,74.65,70.32,1.64,90.68,2.03,14.58,63.51,2.98,0.33,3762.5,1967.0,3.55,63.89,223.62,3975.44,315.91,28.4,76.32,91.17,13.84,70.75,76.75
Lynnwoodcity,9.29,30512.0,4.55,4.02,13.86,36.51,10.62,33.07,70.49,69.81,1.96,88.49,7.57,2.99,49.48,2.69,1.11,3976.6,1970.0,3.22,177.07,138.44,8016.48,582.72,41.85,61.35,82.99,18.46,69.32,68.93
NorthRidgevillecity,4.1,41095.0,4.15,4.92,20.93,60.81,2.54,4.01,84.45,82.29,0.64,98.23,0.63,1.49,85.6,1.41,1.96,889.4,1972.0,,8.88,235.37,950.35,97.7,4.44,75.48,93.2,14.1,70.97,70.24
Planocity,3.34,53905.0,2.88,2.4,6.78,40.12,7.5,29.03,85.88,84.98,4.14,88.48,4.01,6.23,70.1,1.92,0.8,1875.4,1981.0,1.25,56.12,226.37,2939.69,262.54,11.85,56.28,77.36,46.58,76.57,65.64
Kirklandcity,5.67,38437.0,3.45,2.31,8.07,41.06,7.08,21.68,73.56,73.56,1.51,92.76,4.35,2.36,55.24,0.51,1.41,3612.2,1975.0,2.33,93.13,95.46,2721.71,405.11,25.61,73.18,81.08,36.63,74.04,71.52
Saginawtownship,5.58,36289.0,5.76,5.34,15.97,56.83,3.8,10.96,80.92,80.4,2.84,93.48,1.89,3.39,64.8,0.78,0.58,1475.7,1970.0,,54.23,165.28,3633.59,87.81,18.08,85.01,93.17,26.1,60.93,72.28
SouthMiamicity,14.79,31741.0,5.49,7.23,20.85,57.52,22.88,13.15,63.68,52.06,29.58,66.8,1.78,23.76,60.86,2.76,11.98,4371.4,1958.0,,870.43,861.37,6192.76,1622.99,18.13,84.66,86.69,31.07,64.47,67.26
WallaWallacity,19.34,21301.0,9.18,8.91,21.07,43.15,6.42,32.23,69.13,67.37,2.25,88.1,1.31,10.2,56.59,6.03,3.93,2482.0,1951.0,,84.26,684.22,5814.15,273.01,70.78,70.2,82.63,16.25,50.67,65.87
MountProspectvillage,3.26,46508.0,3.26,6.78,14.97,57.08,16.23,27.83,86.27,85.22,1.14,90.19,6.43,6.42,69.07,0.99,0.45,4985.9,1966.0,,33.52,102.42,2549.35,143.39,5.59,85.49,89.16,30.88,71.1,66.97
BalchSpringscity,13.67,28734.0,5.17,13.37,35.63,45.81,5.03,25.34,71.45,65.75,9.34,82.13,0.78,13.43,58.71,9.86,6.08,2086.0,1971.0,5.18,186.34,1718.43,3845.76,688.41,119.05,86.59,93.31,5.85,70.19,67.64
Kingsportcity,18.12,22750.0,6.41,16.96,32.08,55.89,1.38,17.1,70.75,67.48,4.43,94.82,0.58,0.34,62.91,7.72,1.89,1084.5,1959.0,5.12,81.89,470.85,4421.93,353.14,38.38,81.06,88.68,20.35,50.38,58.37
Windsortown,2.43,50228.0,4.59,6.93,17.95,56.18,9.62,10.76,82.75,79.79,17.23,79.02,2.38,3.43,79.72,0.33,0.0,906.1,1963.0,3.59,35.91,35.91,1939.03,165.18,7.18,86.81,89.47,28.33,68.42,74.06
Marshfieldtown,3.63,48986.0,6.62,1.41,7.03,62.02,2.41,8.05,82.55,81.99,0.72,98.29,0.54,0.66,77.39,0.21,5.68,730.2,1963.0,,8.73,165.96,1624.67,152.86,0,82.59,93.18,32.79,70.29,70.48
Sanfordcity,16.27,25029.0,5.81,9.43,29.16,46.34,3.7,18.2,61.24,54.28,28.49,68.81,0.92,4.9,56.31,8.16,3.21,1806.1,1974.0,8.57,403.01,983.22,5419.16,634.52,20.01,71.64,83.46,11.94,60.19,72.85
Rosenbergcity,21.54,25773.0,6.18,23.45,41.17,51.0,9.63,20.38,72.11,66.33,7.85,63.76,0.38,44.2,55.23,12.95,5.19,1725.6,1972.0,4.56,296.38,870.91,5713.37,424.06,319.18,84.36,94.63,9.4,64.63,73.75
Camarillocity,4.37,48219.0,3.68,4.53,12.15,47.18,11.59,20.07,82.98,80.68,1.6,86.34,6.35,12.09,72.17,0.52,0.0,2737.8,1975.0,,71.91,175.38,1385.5,149.07,28.06,74.95,89.59,27.19,62.6,67.86
Chicocity,32.03,19005.0,9.2,5.03,14.36,23.36,6.76,35.39,61.4,61.02,1.82,89.47,4.0,8.69,32.86,3.26,1.14,1723.7,1971.0,2.28,107.16,264.47,4521.1,364.79,57,51.71,91.12,31.76,55.23,68.58
Vernontownship,2.93,50987.0,4.96,3.3,10.12,60.41,4.25,4.0,90.14,88.77,0.37,98.68,0.59,2.18,89.85,0.16,0.71,299.6,1973.0,4.61,4.61,101.33,1561.35,73.69,0,73.07,94.68,22.91,70.64,60.96
RockyMountcity,18.09,24055.0,5.66,13.64,33.07,52.11,0.77,24.01,58.43,52.52,49.59,49.62,0.39,0.54,52.64,8.66,1.84,1893.2,1967.0,26.49,384.05,817.28,6165.58,442.7,18.92,76.76,90.57,16.67,62.47,72.24
Jenningscity,32.89,16853.0,12.87,21.67,41.04,60.5,0.58,0.0,67.21,61.49,26.32,73.22,0.12,0.78,67.57,11.45,6.51,1070.5,1961.0,16.74,58.57,1096.14,5045.6,125.51,25.1,87.17,96.91,9.98,42.59,53.96
Sanduskycity,15.4,22532.0,8.71,8.92,28.83,55.09,1.28,14.96,62.66,59.05,18.93,79.72,0.26,2.27,57.48,7.5,0.81,2862.4,1944.0,9.9,82.5,102.3,4834.35,395.99,6.6,87.56,94.12,9.53,58.39,74.72
Binghamtoncity,19.98,20891.0,8.21,9.83,26.12,51.42,5.94,30.75,62.93,61.71,4.89,91.94,2.05,1.83,44.42,7.18,4.03,4928.8,1939.0,5.88,121.45,121.45,5196.87,11.75,17.63,82.92,92.67,19.83,52.77,64.21
Ashlandcity,18.06,21904.0,7.23,11.99,29.76,60.11,0.62,32.88,70.07,67.12,2.5,97.0,0.32,0.25,65.33,7.89,3.25,2121.2,1953.0,,20.42,465.53,2552.27,200.1,0,85.13,90.78,14.24,46.42,55.01
Hazlettownship,2.61,50684.0,5.12,6.03,20.92,72.3,7.2,7.01,89.08,85.02,0.86,95.09,3.41,3.74,89.24,0.63,2.67,3769.2,1963.0,,4.35,65.24,904.66,108.73,4.35,84.68,91.05,17.93,66.78,67.75
MidwestCitycity,11.25,27042.0,6.58,5.06,17.72,51.19,2.39,19.95,68.72,64.87,16.27,77.07,1.74,2.67,62.98,5.52,1.59,2058.1,1966.0,1.86,135.69,308.54,3890.26,578.06,18.59,82.27,87.63,16.81,63.72,73.52
PhenixCitycity,22.21,20478.0,8.83,18.64,40.9,57.5,0.96,6.17,58.74,51.31,39.97,59.43,0.3,0.61,55.09,8.87,2.34,1197.4,1964.0,6.86,144.1,566.12,2950.66,545.53,?,83.27,87.97,10.62,55.08,68.13
WestMifflinborough,9.99,26867.0,7.39,6.32,22.32,78.56,1.09,4.26,73.97,72.37,7.45,92.17,0.22,0.36,80.87,1.07,2.26,1611.7,1954.0,8.54,115.32,337.4,2284.96,1618.69,12.81,96.59,97.85,11.34,52.87,68.59
Johnstowncity,26.94,14839.0,14.17,14.54,35.82,66.38,1.39,3.85,60.67,57.53,8.95,90.29,0.18,1.4,47.73,8.99,0.89,4642.6,1939.0,,175.42,449.51,2784.78,226.58,36.55,92.71,96.74,7.24,40.07,55.81
Gainesvillecity,21.68,20364.0,6.56,15.3,32.93,52.18,4.19,22.24,73.35,70.23,7.05,87.15,0.74,6.45,62.73,12.39,5.38,1021.8,1960.0,6.93,90.1,145.54,3499.9,207.91,13.86,80.72,92.62,12.1,53.38,65.96
PortAngelescity,13.89,24685.0,7.46,5.96,20.41,47.83,4.11,18.27,68.28,66.6,0.4,95.31,1.41,1.63,60.14,3.93,2.33,1748.6,1957.0,10.41,78.04,78.04,5228.66,244.52,67.63,75.64,84.42,14.37,53.27,67.55
Modestocity,12.98,31701.0,8.9,10.05,25.21,38.24,12.72,26.13,73.47,70.49,2.68,80.56,7.89,16.34,58.46,2.34,1.2,5268.3,1974.0,6.77,200.85,560.81,4140.62,898.76,160.23,69.84,90.43,15.82,58.57,60.5
Shivelycity,10.67,24966.0,6.09,14.93,34.99,64.51,0.77,14.17,65.99,61.46,14.88,84.64,0.32,0.51,69.67,3.42,1.99,3217.7,1959.0,,306.73,255.61,2147.1,728.48,0,93.76,95.23,7.21,54.76,80.71
Plainstownship,9.05,25344.0,6.44,15.15,30.9,73.23,1.35,11.49,81.85,79.19,0.14,99.53,0.27,0.26,75.3,1.38,5.88,814.9,1939.0,,35.79,125.28,2425.06,187.92,8.95,93.79,96.62,12.48,53.19,64.95
Galvestoncity,24.24,20825.0,8.93,13.74,29.99,48.74,7.71,18.62,57.24,51.45,29.05,61.48,2.35,21.41,41.96,10.76,7.57,1235.1,1959.0,39.78,490.56,1133.6,6370.67,1277.78,99.44,80.57,91.87,21.08,57.14,70.24
Flinttownship,9.98,31394.0,7.05,6.76,22.16,59.37,4.38,8.64,70.24,69.47,7.65,88.71,2.0,1.64,68.12,2.7,6.27,1387.2,1967.0,,151.34,305.53,5962.14,616.77,22.84,90.92,95.85,15.23,57.27,64.08
Saratogacity,1.44,86674.0,2.86,1.53,5.01,61.74,15.96,18.36,89.97,89.2,0.42,83.69,15.02,3.35,89.43,0.09,1.13,2262.3,1964.0,,43.33,116.65,1106.48,46.66,6.67,86.66,92.11,57.87,62.66,58.63
Berkleycity,3.72,36693.0,5.12,3.45,16.57,64.42,4.9,6.38,81.78,81.64,0.16,98.49,0.71,1.1,85.18,0.23,0.0,6235.3,1947.0,,66.05,102.08,1717.41,168.14,0,87.55,95.46,20.53,65.58,67.62
VentnorCitycity,6.64,33120.0,3.35,5.66,20.55,61.34,8.03,12.1,70.2,67.74,1.39,95.12,1.48,5.27,60.32,1.28,0.57,4955.4,1952.0,,92.2,221.28,3918.5,175.18,0,85.42,90.1,15.4,62.77,62.99
Vacavillecity,6.09,40679.0,4.9,5.15,17.65,35.46,7.8,19.78,76.5,74.45,8.91,78.84,3.81,15.9,64.48,1.85,0.48,3047.4,1977.0,1.2,89.9,318.85,2878.03,261.31,32.36,60.8,85.94,16.86,60.2,67.41
Amescity,24.12,24636.0,4.29,2.31,4.86,27.29,9.31,69.81,82.88,82.23,2.45,89.88,6.89,1.56,44.1,1.47,2.92,2318.1,1965.0,2.14,10.69,44.89,2969.47,147.51,?,44.45,77.8,54.14,62.21,71.48
